@relation QRStrain
@attribute 1 REAL
@attribute 2 REAL
@attribute 3 REAL
@attribute 4 REAL
@attribute 5 REAL
@attribute 6 REAL
@attribute 7 REAL
@attribute 8 REAL
@attribute 9 REAL
@attribute 10 REAL
@attribute 11 REAL
@attribute 12 REAL
@attribute 13 numeric
@attribute 14 numeric
@attribute 15 numeric
@attribute 16 numeric
@attribute 17 numeric
@attribute 18 numeric
@attribute 19 numeric
@attribute 20 numeric
@attribute 21 numeric
@attribute 22 numeric
@attribute 23 numeric
@attribute 24 numeric
@attribute 25 numeric
@attribute 26 numeric
@attribute 27 numeric
@attribute 28 numeric
@attribute 29 numeric
@attribute 30 numeric
@attribute 31 numeric
@attribute 32 numeric
@attribute 33 numeric
@attribute 34 numeric
@attribute 35 numeric
@attribute 36 numeric
@attribute 37 numeric
@attribute 38 numeric
@attribute 39 numeric
@attribute 40 numeric
@attribute 41 numeric
@attribute 42 numeric
@attribute 43 numeric
@attribute 44 numeric
@attribute 45 numeric
@attribute 46 numeric
@attribute 47 numeric
@attribute 48 numeric
@attribute 49 numeric
@attribute 50 numeric
@attribute 51 numeric
@attribute 52 numeric
@attribute 53 numeric
@attribute 54 numeric
@attribute 55 numeric
@attribute 56 numeric
@attribute 57 numeric
@attribute 58 numeric
@attribute 59 numeric
@attribute 60 numeric
@attribute 61 numeric
@attribute 62 numeric
@attribute 63 numeric
@attribute 64 numeric
@attribute 65 numeric
@attribute 66 numeric
@attribute 67 numeric
@attribute 68 numeric
@attribute 69 numeric
@attribute 70 numeric
@attribute 71 numeric
@attribute 72 numeric
@attribute 73 numeric
@attribute 74 numeric
@attribute 75 numeric
@ATTRIBUTE Arrhythmia {(I,(N}

@data
55.931,109.34,84.175,100.63,112.55,97.144,106.11,106,105.32,116.25,103.92,106.55,108,119.37,108.2,101.4,102.23,91.91,101.61,107.82,110.56,100.06,116.78,96.983,105.02,96.532,98.186,99.162,116.08,100.56,104.93,118.14,77.224,114.81,109.03,103.76,103.16,102.1,98.045,106.51,113.16,97.949,108.21,119.14,113.93,102.16,92.277,109.3,105.24,96.994,115.96,100.67,121.05,111.69,110.27,102.96,113.19,100.05,110.47,104.29,105.24,102.08,102.18,97.91,113.77,99.318,107.3,109.21,94.25,101.12,106.29,122.51,95.528,110.01,85.151,(N
19.528,44.39,33.676,40.635,42.714,39.077,41.617,42.751,41.514,46.147,41.335,42.111,43.304,47.594,43.123,40.687,40.795,36.651,40.631,43.03,43.448,39.76,47.071,38.096,42.296,38.993,39.356,39.895,46.079,40.522,41.854,47.578,30.603,46.202,43.65,41.283,41.397,38.585,38.923,43.034,45.562,38.826,43.482,47.67,45.44,40.761,36.623,44.074,42.51,38.827,46.627,40.367,48.371,44.889,44.64,40.854,45.239,40.389,43.759,41.542,42.674,39.994,40.646,39.138,45.752,39.109,42.962,43.334,37.453,41.062,41.887,48.896,37.668,43.47,33.748,(N
72.67249535,135.7395304,105.404511,87.55744751,85.68806912,100.0901561,110.4261397,104.4547078,122.3805872,104.8280646,98.17817818,87.33395878,94.86748098,107.0216548,93.83002728,88.74055985,113.5387521,107.0881494,82.66038417,154.6786857,99.75679196,115.4504264,107.7271207,96.8432049,109.5817709,159.7040161,90.59117573,105.4580105,116.0746412,101.1440461,86.47823081,108.1291896,157.5112148,91.489953,81.49730832,110.6979544,112.104741,107.2388478,90.83187266,105.2572502,132.37776,82.63827605,123.4190008,110.3547036,125.0480173,93.61944878,95.52509361,99.32025208,104.01121,85.19585328,94.71429244,102.9415482,92.63471718,86.79594726,100.8731297,135.5495925,141.0440196,90.19423088,98.0363286,98.76973301,162.4837687,96.24645844,108.328883,98.49482886,109.8711427,98.54577551,115.5095943,129.094336,78.89361681,95.4279414,103.6138498,95.29991457,89.95982709,102.3767967,101.7961482,(I
93.57852346,85.48918737,95.475301,97.5213634,85.3749182,102.2161895,105.894944,105.0051134,86.2128533,97.32859085,170.7419828,91.76588437,96.33942977,126.3539574,101.3608668,100.6003957,92.44131061,107.0355142,105.4690358,90.54114403,118.8662208,121.2930688,102.1274261,84.94891882,83.98322612,98.56330944,136.7529949,113.4359928,104.4383334,112.6647209,83.52451257,98.66299843,98.53556685,111.4552315,116.6196743,124.5935111,177.9882549,107.5739174,125.0817768,98.30423815,146.2200612,100.0992929,114.6385396,116.40659,103.7971731,92.52927979,101.1340138,107.787077,96.61268807,150.9835549,111.8527492,108.354609,93.61821098,89.35223184,106.520812,103.6535243,82.65325019,118.4854593,97.38114489,94.48067959,92.50118932,81.44223142,102.5011002,90.05629732,90.83635205,94.06391671,136.5894807,82.87717916,90.94936679,106.385114,135.7361065,147.0750322,102.4752055,105.3815492,100.7624554,(I
115.6503343,87.16013727,106.0683959,100.2568879,99.25534886,96.92187963,114.3862304,77.29684042,78.23100358,122.7450983,66.87146152,93.39941704,105.7637548,160.0542733,130.0919877,96.74226251,87.16129393,92.34561862,96.06042623,106.8346079,117.7829926,103.208558,103.6943534,90.34292255,105.3774623,86.31955337,103.3729134,101.9072037,107.6644043,96.54515051,86.79537353,84.77466862,92.57925282,84.50896951,97.345107,110.2629821,108.0714196,95.6006742,98.78492812,100.0638308,88.33046465,155.3784768,101.1661159,118.4363618,107.4650981,151.1072911,88.66608173,110.0738356,82.19818057,139.7617888,112.2486456,105.059267,102.7269278,88.75935086,96.04553205,97.1711789,77.34814818,133.4429134,165.2150787,103.5859295,81.96842097,94.09489652,100.3973302,109.7152453,105.0182655,113.1760646,100.6468262,159.3245337,75.91457066,83.55168527,98.56791047,82.43709504,99.37726243,103.7154867,89.93984837,(I
81.37120349,94.9094161,167.3816827,95.63729894,83.58521658,143.7691483,101.3732233,131.4064902,98.04605675,100.1657888,109.0646134,94.29092119,96.19234135,108.3947998,131.3855109,90.77985671,88.49792517,95.18812538,91.43950442,86.7787559,103.369724,105.642562,108.422149,78.04108466,91.77225011,124.8644323,82.08929675,91.13983065,100.8165607,131.084178,91.76477446,90.46667574,93.22178302,109.7383264,94.18570882,91.06320297,149.9443069,94.7550694,88.26326905,91.8180793,112.6282895,144.0345538,80.37146385,99.95092285,107.7120915,90.44736333,128.5687811,98.27949346,108.0688621,98.80644292,89.33237276,94.83602183,99.14943671,84.42691199,136.128296,137.8408565,112.3153036,90.53607179,142.9304577,104.2655199,109.5276468,84.76663115,87.82340459,109.0988183,85.96528295,94.23006499,107.5651029,96.40607219,81.5797675,91.83813367,97.77455924,89.0861721,87.9044214,110.0328824,160.9031246,(I
92.61887906,97.54517793,112.9631101,98.55339327,101.6754031,98.2346839,137.3943739,82.38850046,90.71407536,106.2249895,90.55027213,102.2335862,110.6965514,105.4640421,106.6872102,92.91119922,145.4491673,92.56985469,106.3344584,103.4622612,100.1657888,109.0646134,94.29092119,96.19234135,108.3947998,131.3855109,90.77985671,88.49792517,95.18812538,91.43950442,77.3887687,94.55349616,137.7323096,88.31705714,92.0391296,82.99401888,110.2455306,78.19380276,87.49120558,95.56049614,143.9531539,71.91108848,130.1420729,101.1490476,90.57051827,82.91074007,86.38921591,102.2413661,151.190193,97.01897861,109.2052772,111.9778692,86.36489459,83.02177518,111.6140409,99.10055423,95.37773205,101.7948737,102.5505293,123.7696158,88.92431948,103.342606,107.8909997,93.19657083,107.4253123,123.2694941,97.77427863,78.56077595,93.84816553,222.842477,176.2150886,92.63488145,112.4490765,100.985669,89.17561695,(I
108.9961755,118.1550202,126.8163891,99.14972629,113.8522967,109.664127,82.63518865,92.25524313,110.1881656,109.7815888,98.38769821,103.5157851,108.2375911,95.28363363,86.78458738,117.6288267,124.7350714,164.1049571,97.56894421,92.00628679,122.4606573,77.00369927,79.74731509,82.98124696,86.77050357,98.47713411,85.64650329,123.7859389,89.88665379,77.2948423,65.37627465,68.50718134,87.04256209,72.00551797,79.23802529,73.3116206,70.64333965,58.01663576,66.41037542,83.39319725,81.43164706,82.62446955,86.63710999,95.3746346,77.27574938,84.27763525,88.68421373,74.47531729,70.72054746,86.29945718,76.18165154,65.29741126,105.1892719,70.67075739,71.41413395,92.9366764,82.91034141,70.80461533,71.49713829,75.98105536,76.41138602,72.70394293,78.53508878,81.01892834,81.80312347,144.9381077,167.0155598,136.1082406,119.4651989,117.4113876,150.1432497,122.9358668,103.3385818,94.60759953,109.6931218,(I
101.1346613,98.03096068,118.1539498,102.4463029,93.13912779,258.3367714,122.235239,95.72779511,87.5621152,109.2625256,90.86568628,90.18145216,111.4104608,102.4690088,92.87249274,88.78852121,96.36036994,90.6156867,76.48384263,86.44705562,96.2971963,85.01961264,83.36059964,116.1534499,84.11836938,67.69312901,72.30881096,85.88511251,80.18836956,74.16255739,139.4865309,67.82656933,65.59100588,76.51290319,77.00891987,61.91611188,151.8978305,81.31938636,73.83287492,67.05282704,71.197982,150.1145156,53.66366727,80.00329533,80.24504616,73.45583299,81.2892219,69.03663894,82.61319794,80.94423878,64.54824749,82.40173055,93.53036323,79.92067132,69.18083234,90.84734957,85.51471542,71.4592127,69.33860231,92.00734982,87.82510897,90.18189488,114.182492,95.24956312,83.43067353,81.81051166,167.568328,109.9288031,91.50502248,164.0366845,96.48309616,94.64152648,72.16928769,81.77780067,89.22635603,(I
90.81947767,77.01245739,88.91127786,167.8257447,86.82646616,96.12698515,82.93720293,80.19152104,80.14265526,80.45366585,82.79161589,69.36143498,93.4905481,87.9656452,79.74739251,68.64077366,87.43958586,113.6436275,91.12590525,101.7558826,108.2465668,89.36727931,90.12684258,119.4756469,130.1259877,105.6289717,98.00347989,177.193926,120.2250833,99.08408616,130.0311848,144.695357,125.8834741,109.9013458,108.6413974,119.3632163,93.25811728,130.7559966,99.66776038,106.8238513,130.3856262,91.01856609,108.6419186,123.0209017,85.13794991,76.83863328,90.36718966,126.7529446,97.92455031,97.02395796,118.8312315,129.0465852,105.7985292,86.44858527,107.0167734,67.10183318,79.88461852,146.9081956,91.83760825,84.4980923,84.59700067,69.98974051,76.78845643,67.02846793,83.07969572,84.83669094,89.98454151,126.5780659,80.93842657,73.40166352,75.8425914,159.875941,78.67029581,89.8355827,81.89448176,(I
