@RELATION QRStest
@attribute 1 REAL
@attribute 2 REAL
@attribute 3 REAL
@attribute 4 REAL
@attribute 5 REAL
@attribute 6 REAL
@attribute 7 REAL
@attribute 8 REAL
@attribute 9 REAL
@attribute 10 REAL
@attribute 11 REAL
@attribute 12 REAL
@attribute 13 REAL
@attribute 14 REAL
@attribute 15 REAL
@attribute 16 REAL
@attribute 17 REAL
@attribute 18 REAL
@attribute 19 REAL
@attribute 20 REAL
@attribute 21 REAL
@attribute 22 REAL
@attribute 23 REAL
@attribute 24 REAL
@attribute 25 REAL
@attribute 26 REAL
@attribute 27 REAL
@attribute 28 REAL
@attribute 29 REAL
@attribute 30 REAL
@attribute 31 REAL
@attribute 32 REAL
@attribute 33 REAL
@attribute 34 REAL
@attribute 35 REAL
@attribute 36 REAL
@attribute 37 REAL
@attribute 38 REAL
@attribute 39 REAL
@attribute 40 REAL
@attribute 41 REAL
@attribute 42 REAL
@attribute 43 REAL
@attribute 44 REAL
@attribute 45 REAL
@attribute 46 REAL
@attribute 47 REAL
@attribute 48 REAL
@attribute 49 REAL
@attribute 50 REAL
@attribute 51 REAL
@attribute 52 REAL
@attribute 53 REAL
@attribute 54 REAL
@attribute 55 REAL
@attribute 56 REAL
@attribute 57 REAL
@attribute 58 REAL
@attribute 59 REAL
@attribute 60 REAL
@attribute 61 REAL
@attribute 62 REAL
@attribute 63 REAL
@attribute 64 REAL
@attribute 65 REAL
@attribute 66 REAL
@attribute 67 REAL
@attribute 68 REAL
@attribute 69 REAL
@attribute 70 REAL
@attribute 71 REAL
@attribute 72 REAL
@attribute 73 REAL
@attribute 74 REAL
@attribute 75 REAL
@ATTRIBUTE Arrhythmia {(I,(N}

@data
54.9305047,108.3357055,83.17501714,99.62674454,111.5468711,96.14408004,105.1087151,105.0028324,105.3218197,115.2538776,102.915212,105.5540428,106.9963626,118.373198,107.1954835,100.4025558,101.2286802,90.91043959,100.6053077,106.819269,109.5606035,99.05937024,115.7754358,95.98257549,104.0150089,95.53190965,97.18550593,98.16157874,117.0787978,99.56449813,103.9349917,117.1392111,76.22398303,113.8078817,107.0336453,102.7618614,103.1562486,102.095572,98.04525274,106.5135244,113.1645871,97.94940508,108.2065939,119.1418265,113.9273384,102.15577,92.27678861,109.302155,105.2434921,96.99383223,115.9604603,100.6697949,121.0500837,111.6851478,110.2662614,102.9636205,113.1923209,100.0525074,110.4685633,104.2931919,105.2393465,102.0770217,102.1802359,97.90986989,113.7714518,99.31766208,107.3036502,109.2118214,94.25046171,101.1213579,106.287927,122.5148171,95.52766,110.0077506,85.15143972,(N
100.5644981,104.9349917,118.1392111,77.22398303,114.8078817,109.0336453,119.373198,108.1954835,101.4025558,102.2286802,91.91043959,101.6053077,96.98257549,105.0150089,100.5644981,104.9349917,118.1392111,77.22398303,114.8078817,109.0336453,101.4025558,102.2286802,91.91043959,101.6053077,107.819269,110.5606035,100.0593702,99.16157874,105.0150089,98.56449813,102.9349917,116.1392111,75.22398303,112.8078817,106.0336453,101.7618614,97.14408004,106.1087151,106.0028324,105.3218197,116.2538776,103.915212,106.5540428,107.9963626,119.373198,108.1954835,113.9273384,102.15577,92.27678861,109.302155,105.2434921,113.1645871,97.94940508,108.2065939,119.1418265,113.9273384,102.15577,97.14408004,106.1087151,106.0028324,105.3218197,116.2538776,103.915212,106.5540428,107.9963626,119.373198,108.1954835,105.2434921,96.99383223,115.9604603,100.6697949,121.0500837,111.6851478,110.2662614,106.287927,(N
106.0028324,105.3218197,116.2538776,103.915212,106.5540428,107.9963626,97.14408004,100.5644981,104.9349917,118.1392111,77.22398303,114.8078817,109.0336453,96.98257549,105.0150089,96.53190965,98.18550593,99.16157874,116.0787978,110.5606035,100.0593702,119.373198,108.1954835,101.4025558,102.2286802,91.91043959,101.6053077,107.819269,110.5606035,97.56449813,101.9349917,115.1392111,74.22398303,111.8078817,105.0336453,100.7618614,104.9349917,118.1392111,77.22398303,114.8078817,109.0336453,103.7618614,103.1562486,103.7618614,113.1645871,97.94940508,108.2065939,119.1418265,113.9273384,102.15577,113.9273384,102.15577,92.27678861,109.302155,105.2434921,113.1923209,100.0525074,110.4685633,104.2931919,105.2393465,102.0770217,102.1802359,101.1213579,106.287927,122.5148171,95.52766,110.0077506,85.15143972,101.1213579,106.287927,122.5148171,95.52766,110.0077506,85.15143972,99.31766208,(N
106.5540428,107.9963626,119.373198,108.1954835,101.4025558,102.2286802,91.91043959,100.6267445,112.5468711,97.14408004,106.1087151,106.0028324,105.3218197,55.9305047,109.3357055,84.17501714,100.6267445,112.5468711,97.14408004,96.98257549,105.0150089,96.53190965,98.18550593,99.16157874,116.0787978,101.6053077,107.819269,110.5606035,100.0593702,96.56449813,100.9349917,114.1392111,73.22398303,110.8078817,104.0336453,99.76186138,103.7618614,113.1645871,97.94940508,108.2065939,119.1418265,113.9273384,102.15577,97.14408004,106.1087151,106.0028324,105.3218197,116.2538776,103.915212,106.5540428,107.9963626,119.373198,108.1954835,113.9273384,102.15577,92.27678861,109.302155,105.2434921,104.9349917,118.1392111,77.22398303,114.8078817,109.0336453,103.7618614,103.1562486,113.1923209,100.0525074,110.4685633,104.2931919,105.2393465,102.0770217,102.1802359,101.1213579,95.52766,102.1802359,(N
100.5644981,104.9349917,118.1392111,77.22398303,114.8078817,109.0336453,55.9305047,109.3357055,84.17501714,100.6267445,112.5468711,97.14408004,100.5644981,104.9349917,118.1392111,77.22398303,114.8078817,109.0336453,119.373198,108.1954835,101.4025558,102.2286802,91.91043959,101.6053077,107.819269,110.5606035,116.7754358,96.98257549,105.0150089,95.56449813,99.93499169,113.1392111,72.22398303,109.8078817,103.0336453,98.76186138,113.9273384,102.15577,92.27678861,109.302155,105.2434921,113.1645871,97.94940508,108.2065939,119.1418265,113.9273384,102.15577,97.14408004,106.1087151,106.0028324,105.3218197,116.2538776,103.915212,106.5540428,107.9963626,119.373198,108.1954835,113.9273384,102.15577,92.27678861,109.302155,105.2434921,105.2434921,96.99383223,115.9604603,100.6697949,121.0500837,111.6851478,110.2662614,101.1213579,106.287927,122.5148171,95.52766,110.0077506,85.15143972,(N
19.52782483,44.38994956,33.67575082,40.63459111,42.71444101,39.07723211,41.61665351,42.75060485,41.51398807,46.14712889,41.33493832,42.11059626,43.30445942,47.59426376,43.1232249,40.68701895,40.79471233,36.65095961,40.63141677,43.03028729,43.44783914,39.75973558,47.07134622,38.09607256,42.29615173,38.99269545,39.35558985,39.89504523,46.07897776,40.52246163,41.85392528,47.57827049,30.60318012,46.20166148,43.64950611,41.28282423,41.3970712,38.58525465,38.9228813,43.03419379,45.56192985,38.82562319,43.48208934,47.66959007,45.44041353,40.76118574,36.62302936,44.07367763,42.50999277,38.82709003,46.62675176,40.36734558,48.37093236,44.88864013,44.63984977,40.85382536,45.23893155,40.38856172,43.75904296,41.54167053,42.67401217,39.99445156,40.64588264,39.13810662,45.75193352,39.10930415,42.96226227,43.33373182,37.4526794,41.06232621,41.88726344,48.89630733,37.66768718,43.46966771,33.7475696,(N
40.63459111,42.71444101,39.07723211,41.61665351,42.75060485,41.51398807,41.85392528,47.57827049,30.60318012,46.20166148,43.64950611,43.03419379,45.56192985,38.82562319,43.48208934,47.66959007,45.44041353,40.76118574,36.62302936,44.07367763,42.50999277,38.99269545,39.35558985,39.89504523,41.85392528,47.57827049,30.60318012,46.20166148,43.64950611,41.28282423,41.3970712,38.58525465,42.29615173,38.99269545,39.35558985,39.89504523,38.9228813,40.79471233,36.65095961,40.63141677,43.03028729,43.44783914,43.64950611,46.20166148,43.64950611,41.28282423,41.3970712,38.58525465,38.9228813,43.03419379,45.56192985,38.82562319,43.48208934,46.62675176,40.36734558,48.37093236,44.88864013,44.63984977,40.85382536,45.23893155,40.38856172,43.33373182,37.4526794,41.06232621,36.62302936,44.07367763,42.50999277,38.82709003,46.62675176,40.36734558,38.82709003,46.62675176,40.36734558,42.96226227,43.33373182,(I
43.1232249,40.68701895,40.79471233,36.65095961,40.63141677,43.03028729,43.44783914,42.71444101,39.07723211,41.61665351,42.75060485,41.51398807,41.85392528,47.57827049,30.60318012,46.20166148,43.64950611,43.44783914,41.85392528,47.57827049,41.85392528,47.57827049,30.60318012,46.20166148,43.64950611,40.79471233,36.65095961,40.63141677,43.03028729,43.44783914,43.64950611,40.79471233,36.65095961,40.63141677,43.03028729,43.44783914,43.64950611,39.35558985,39.89504523,46.07897776,40.52246163,41.85392528,47.57827049,30.60318012,46.20166148,43.64950611,41.28282423,45.56192985,38.82562319,43.48208934,47.66959007,46.07897776,40.52246163,41.85392528,47.57827049,44.63984977,41.85392528,47.57827049,30.60318012,46.20166148,43.64950611,41.28282423,41.3970712,38.58525465,37.4526794,41.06232621,41.88726344,36.62302936,44.07367763,42.50999277,38.82709003,46.62675176,40.36734558,45.75193352,39.10930415,(I
30.60318012,46.20166148,43.64950611,38.9228813,43.03419379,38.09607256,42.29615173,38.99269545,39.35558985,39.89504523,43.48208934,47.66959007,40.63459111,42.71444101,39.07723211,41.61665351,42.75060485,41.51398807,41.85392528,47.57827049,30.60318012,46.20166148,43.64950611,47.57827049,41.85392528,47.57827049,30.60318012,46.20166148,43.64950611,41.28282423,41.3970712,38.58525465,46.07897776,40.52246163,41.85392528,47.57827049,30.60318012,46.20166148,43.64950611,41.28282423,41.3970712,38.58525465,39.35558985,39.89504523,46.07897776,40.52246163,41.85392528,47.57827049,30.60318012,46.20166148,43.64950611,41.28282423,48.37093236,44.88864013,44.63984977,40.85382536,45.23893155,40.38856172,39.99445156,40.64588264,39.13810662,37.4526794,41.06232621,41.88726344,38.82709003,46.62675176,40.36734558,48.37093236,44.88864013,44.63984977,40.85382536,45.23893155,40.38856172,40.64588264,39.13810662,(I
40.63141677,43.03028729,43.44783914,41.85392528,47.57827049,41.51398807,41.85392528,47.57827049,30.60318012,46.20166148,43.64950611,40.68701895,38.9228813,43.03419379,45.56192985,38.82562319,43.48208934,47.66959007,45.44041353,40.76118574,36.62302936,44.07367763,42.50999277,41.51398807,40.79471233,36.65095961,40.63141677,43.03028729,43.44783914,43.64950611,40.79471233,36.65095961,40.63141677,43.03028729,43.44783914,43.64950611,38.9228813,41.85392528,47.57827049,30.60318012,46.20166148,43.64950611,41.28282423,41.3970712,38.58525465,39.35558985,39.89504523,46.07897776,40.52246163,41.85392528,47.57827049,30.60318012,46.20166148,43.64950611,41.28282423,45.56192985,38.82562319,43.48208934,47.66959007,46.62675176,40.36734558,48.37093236,44.88864013,44.63984977,40.85382536,45.23893155,40.38856172,43.75904296,41.54167053,42.67401217,39.99445156,40.64588264,39.13810662,45.75193352,39.10930415,(I
